This file lists the wavelength (W) in Angstroem and photon flux (F)
in 1E10 m-2 s-1, followed by the line/range identification for the specific
wavelength group. -------------------- 12/15/94/dkb


     W        F    
 1802.00  9200.3QUASI(C)
 1803.00  9271.1QUASI(C)
 1804.00  9342.2QUASI(C)
 1805.00  9414.0QUASI(C)
 1806.00  9486.4QUASI(C)
 1807.00  9559.3QUASI(C)
 1808.00  9632.7QUASI(C)
 1808.01  9200.0SI II
 1809.00  9706.8QUASI(C)
 1810.00 10271.0QUASI(C)
 1811.00 10349.7QUASI(C)
 1812.00 10428.5QUASI(C)
 1813.00 10507.8QUASI(C)
 1814.00 10587.5QUASI(C)
 1815.00 10668.1QUASI(C)
 1816.00 10749.2QUASI(C)
 1816.93 14200.0SI II
 1817.00 10831.0QUASI(C)
 1817.45  5500.0SI II
 1818.00 10913.4QUASI(C)
 1819.00 10996.5QUASI(C)
 1820.00 12742.0QUASI(C)
 1821.00 12842.6QUASI(C)
 1822.00 12943.2QUASI(C)
 1823.00 13044.6QUASI(C)
 1824.00 13146.9QUASI(C)
 1825.00 13249.8QUASI(C)
 1826.00 13353.6QUASI(C)
 1827.00 13458.4QUASI(C)
 1828.00 13563.7QUASI(C)
 1829.00 13670.1QUASI(C)
 1830.00 12735.4QUASI(C)
 1831.00 12837.2QUASI(C)
 1832.00 12937.8QUASI(C)
 1833.00 13039.3QUASI(C)
 1834.00 13141.3QUASI(C)
 1835.00 13244.3QUASI(C)
 1836.00 13348.0QUASI(C)
 1837.00 13452.7QUASI(C)
 1838.00 13558.1QUASI(C)
 1839.00 13664.3QUASI(C)
 1840.00 10709.2QUASI(C)
 1841.00 10793.8QUASI(C)
 1842.00 10878.3QUASI(C)
 1843.00 10963.5QUASI(C)
 1844.00 11049.4QUASI(C)
 1845.00 11136.0QUASI(C)
 1846.00 11223.2QUASI(C)
 1847.00 11311.1QUASI(C)
 1848.00 11399.8QUASI(C)
 1849.00 11489.1QUASI(C)
 1850.00 11298.3QUASI(C)
 1851.00 11387.6QUASI(C)
 1852.00 11476.8QUASI(C)
 1853.00 11566.8QUASI(C)
 1854.00 11657.5QUASI(C)
 1855.00 11748.6QUASI(C)
 1856.00 11840.7QUASI(C)
 1857.00 11933.6QUASI(C)
 1858.00 12027.0QUASI(C)
 1859.00 12121.2QUASI(C)
 1860.00 13611.6QUASI(C)
 1861.00 13719.1QUASI(C)
 1862.00 13826.6QUASI(C)
 1863.00 13935.0QUASI(C)
 1864.00 14044.1QUASI(C)
 1865.00 14154.1QUASI(C)
 1866.00 14265.1QUASI(C)
 1867.00 14376.8QUASI(C)
 1868.00 14489.5QUASI(C)
 1869.00 14602.9QUASI(C)
 1870.00 14964.1QUASI(C)
 1871.00 15082.3QUASI(C)
 1872.00 15200.5QUASI(C)
 1873.00 15319.5QUASI(C)
 1874.00 15439.6QUASI(C)
 1875.00 15560.5QUASI(C)
 1876.00 15682.4QUASI(C)
 1877.00 15805.3QUASI(C)
 1878.00 15929.1QUASI(C)
 1879.00 16053.9QUASI(C)
 1880.00 16601.1QUASI(C)
 1881.00 16732.2QUASI(C)
 1882.00 16863.2QUASI(C)
 1883.00 16995.3QUASI(C)
 1884.00 17128.4QUASI(C)
 1885.00 17262.6QUASI(C)
 1886.00 17397.9QUASI(C)
 1887.00 17534.2QUASI(C)
 1888.00 17671.6QUASI(C)
 1889.00 17810.1QUASI(C)
 1890.00 18531.8QUASI(C)
 1891.00 18678.8QUASI(C)
 1892.00 18825.2QUASI(C)
 1893.00 18972.7QUASI(C)
 1894.00 19121.4QUASI(C)
 1895.00 19271.1QUASI(C)
 1896.00 19422.1QUASI(C)
 1897.00 19574.3QUASI(C)
 1898.00 19727.6QUASI(C)
 1899.00 19882.2QUASI(C)
 1900.00 18291.8QUASI(C)
 1901.00 18273.4QUASI(C)
 1902.00 18416.6QUASI(C)
 1903.00 18560.9QUASI(C)
 1904.00 18706.3QUASI(C)
 1905.00 18852.9QUASI(C)
 1906.00 19000.6QUASI(C)
 1907.00 19149.3QUASI(C)
 1908.00 19299.5QUASI(C)
 1909.00 19450.6QUASI(C)
 1910.00 21963.1QUASI(C)
 1911.00 21743.4QUASI(C)
 1912.00 21913.7QUASI(C)
 1913.00 22085.4QUASI(C)
 1914.00 22258.5QUASI(C)
 1915.00 22432.9QUASI(C)
 1916.00 22608.5QUASI(C)
 1917.00 22785.7QUASI(C)
 1918.00 22964.2QUASI(C)
 1919.00 23144.1QUASI(C)
 1920.00 19005.2QUASI(C)
 1921.00 20016.8QUASI(C)
 1922.00 20173.7QUASI(C)
 1923.00 20331.6QUASI(C)
 1924.00 20491.1QUASI(C)
 1925.00 20651.5QUASI(C)
 1926.00 20813.4QUASI(C)
 1927.00 20976.3QUASI(C)
 1928.00 21140.7QUASI(C)
 1929.00 21306.4QUASI(C)
 1930.00 26973.5QUASI(C)
 1931.00 19919.9QUASI(C)
 1932.00 20076.0QUASI(C)
 1933.00 20233.3QUASI(C)
 1934.00 20391.9QUASI(C)
 1935.00 20551.6QUASI(C)
 1936.00 20712.7QUASI(C)
 1937.00 20874.9QUASI(C)
 1938.00 21038.4QUASI(C)
 1939.00 21203.2QUASI(C)
 1940.00 21284.9QUASI(C)
 1941.00 25236.9QUASI(C)
 1942.00 25434.7QUASI(C)
 1943.00 25633.9QUASI(C)
 1944.00 25834.8QUASI(C)
 1945.00 26037.2QUASI(C)
 1946.00 26241.2QUASI(C)
 1947.00 26446.8QUASI(C)
 1948.00 26654.0QUASI(C)
 1949.00 26862.8QUASI(C)
 1950.00 27073.2QUASI(C)
 1951.00 27285.3QUASI(C)
 1952.00 27499.1QUASI(C)
 1953.00 27714.5QUASI(C)
 1954.00 27931.7QUASI(C)
 1955.00 28150.5QUASI(C)
 1956.00 28371.1QUASI(C)
 1957.00 28593.3QUASI(C)
 1958.00 28817.4QUASI(C)
 1959.00 29043.1QUASI(C)
 1960.00 29270.7QUASI(C)
 1961.00 29500.0QUASI(C)
 1962.00 29731.1QUASI(C)
 1963.00 29964.0QUASI(C)
 1964.00 30198.8QUASI(C)
 1965.00 30435.4QUASI(C)
 1966.00 30673.8QUASI(C)
 1967.00 30914.2QUASI(C)
 1968.00 31156.4QUASI(C)
 1969.00 31400.5QUASI(C)
 1970.00 31646.5QUASI(C)
 1971.00 31894.4QUASI(C)
 1972.00 32144.3QUASI(C)
 1973.00 32396.1QUASI(C)
 1974.00 32649.9QUASI(C)
 1975.00 32905.7QUASI(C)
 1976.00 33163.5QUASI(C)
 1977.00 33423.4QUASI(C)
 1978.00 33685.2QUASI(C)
 1979.00 33949.2QUASI(C)
 1980.00 34215.1QUASI(C)
 1981.00 34483.2QUASI(C)
 1982.00 34753.3QUASI(C)
 1983.00 35025.5QUASI(C)
 1984.00 35300.0QUASI(C)
 1985.00 35576.5QUASI(C)
 1986.00 35855.2QUASI(C)
 1987.00 36136.2QUASI(C)
 1988.00 36419.3QUASI(C)
 1989.00 36704.6QUASI(C)
 1990.00 36992.2QUASI(C)
 1991.00 37282.0QUASI(C)
 1992.00 37574.1QUASI(C)
 1993.00 37868.5QUASI(C)
 1994.00 38165.1QUASI(C)
 1995.00 38464.1QUASI(C)
 1996.00 38765.5QUASI(C)
 1997.00 39069.2QUASI(C)
 1998.00 39375.3QUASI(C)
 1999.00 39683.8QUASI(C)
 2000.00 39994.7QUASI(C)
    0.00    -0.0
 78115 1957
 ***- 'F74113' REFERENCE SPECTRUM MODEL FOR 23 APRIL 1974 -***
 *             IS VERY CLOSE TO PREVIOUSLY RELEASED 'R74113' *
 *                                                           *
 * FORMAT(1X,F7.2,F8.1,2A4,A1)                               *
 * ===========================   WHERE                       *
 * F7.2 GIVES WAVELENGTH IN ANGSTROM UNITS                   *
 * F8.2 FLUX IN UNITS OF 1.E 06 PHOTONS/(SQ.CM*SEC)          *
 * 2A4  8-CHARACTER IDENTIFICATION                           *
 * A1   1-CHARACTER NOTE (B="BLEND",G="GROUP",? = UNCERTAIN) *
 *                                                           *
 *   DISTINCTIONS OF NEW  'F74113'  RELATIVE TO R74113 ARE   *
 *   THE FOLLOWING:                                          *
 *        1230-1940 A REGION NOW MATCHES FLUXES FOR 10 A     *
 *        INTERVALS OF ROCKET RESULTS FOR 23 APRIL 1974      *
 *        TO ABOUT 1 PERCENT;                                *
 *                                                           *
 *        1100-1230 A H LYMAN-ALPHA WING INTENSITIES ARE     *
 *        REDUCED TO 20 PERCENT OF R74113-LISTED VALUES      *
 *        -- AGAIN IDENTIFIED AS 'QUASI(C)'                  *
 *                                                           *
 *        608-912 A H LYMAN CONTINUUM INTENSITIES ARE        *
 *        REDUCED TO 67 PERCENT OF R74113-LISTED VALUES      *
 *                                                           *
 *        404-504 A HE I CONTINUUM VALUES ARE REDUCED TO     *
 *        66 PERCENT OF R74113-LISTED VALUES                 *
 *                                                           *
 *        140-230 A REGION (OBSERVED IN ROCKET EXPERIMENT    *
 *        OF 23 APR 74 ONLY IN 2-ND ORDER AND WITHOUT TRUE   *
 *        PRE-FLIGHT LABORATORY CALIBRATION) SHOWS ESTIMATED *
 *        FLUX VALUES BASED ON CONSIDERATION OF BOTH ROCKET  *
 *        AND SATELLITE DATA (AE-C,AE-E) ALONG WITH THE      *
 *        SECOND-ORDER OBSERVATIONS OF 23 APR 74 ROCKET      *
 *                                                           *
 *   NOTE: FURTHER SMALL REVISIONS MAY BE MADE OCCASIONALLY, *
 *         BUT WILL HAVE NEGLIGIBLE AERONOMICAL SIGNIFICANCE *
 *                                                           *
 *                                       25 APR 1978         *
 *                                                           *
 *************************************************************
